Member_number,Date,itemDescription
1750,8/2/2015,pastry
1750,28-05-2014,shopping bags
1750,9/6/2014,baking powder
1750,17-07-2014,dog food
1750,8/2/2015,soda
1750,16-06-2014,shopping bags
1750,9/6/2014,newspapers
1750,16-06-2014,rolls/buns
1751,25-03-2015,sausage
1751,27-02-2014,yogurt
1751,4/9/2014,whipped/sour cream
1751,15-02-2014,whole milk
1751,25-03-2015,pip fruit
1751,27-02-2014,newspapers
1751,4/9/2014,herbs
1751,15-02-2014,candy
1751,4/9/2014,flour
1751,4/9/2014,oil
1752,6/4/2015,other vegetables
1752,19-04-2015,pip fruit
1752,12/7/2014,canned beer
1752,23-11-2014,newspapers
1752,13-04-2014,pip fruit
1752,6/4/2015,cream cheese 
1752,19-04-2015,butter milk
1752,12/7/2014,other vegetables
1752,23-11-2014,cake bar
1752,13-04-2014,butter
1753,21-08-2015,root vegetables
1753,26-02-2015,sausage
1753,12/12/2014,whole milk
1753,30-07-2014,hygiene articles
1753,26-02-2014,berries
1753,3/10/2014,other vegetables
1753,26-02-2015,other vegetables
1753,21-08-2015,pickled vegetables
1753,26-02-2015,other vegetables
1753,12/12/2014,rolls/buns
1753,30-07-2014,pastry
1753,26-02-2014,canned fish
1753,3/10/2014,whole milk
1753,26-02-2015,butter milk
1753,5/6/2014,cream cheese 
1753,3/10/2014,sliced cheese
1753,5/6/2014,fruit/vegetable juice
1754,8/7/2015,canned beer
1754,17-09-2015,citrus fruit
1754,17-09-2015,beverages
1754,8/7/2015,curd
1754,20-04-2014,whipped/sour cream
1754,30-06-2014,root vegetables
1754,7/6/2014,pastry
1754,8/7/2015,coffee
1754,17-09-2015,pip fruit
1754,17-09-2015,other vegetables
1754,8/7/2015,flour
1754,20-04-2014,cream cheese 
1754,30-06-2014,pickled vegetables
1754,7/6/2014,bottled water
1755,4/6/2014,waffles
1755,19-01-2014,whole milk
1755,4/6/2014,spread cheese
1755,19-01-2014,soda
1756,3/3/2015,pork
1756,23-09-2015,ice cream
1756,3/6/2014,whole milk
1756,22-09-2014,UHT-milk
1756,3/3/2015,other vegetables
1756,23-09-2015,onions
1756,3/6/2014,soda
1756,22-09-2014,skin care
1756,23-09-2015,soda
1757,23-12-2015,root vegetables
1757,24-02-2015,pork
1757,15-06-2015,frankfurter
1757,15-06-2015,finished products
1757,15-06-2015,canned beer
1757,15-06-2015,hamburger meat
1757,30-03-2014,yogurt
1757,23-12-2015,other vegetables
1757,24-02-2015,salty snack
1757,15-06-2015,packaged fruit/vegetables
1757,15-06-2015,whipped/sour cream
1757,15-06-2015,curd
1757,15-06-2015,sweet spreads
1757,30-03-2014,whole milk
1757,15-06-2015,white bread
1758,26-02-2015,chocolate
1758,26-02-2015,other vegetables
1758,26-02-2015,chocolate
1758,26-02-2015,pip fruit
1758,21-09-2014,rolls/buns
1758,24-12-2014,salt
1758,26-02-2015,bottled water
1758,26-02-2015,yogurt
1758,26-02-2015,pasta
1758,26-02-2015,shopping bags
1758,21-09-2014,margarine
1758,24-12-2014,whole milk
1758,24-12-2014,pickled vegetables
1758,21-09-2014,whipped/sour cream
1759,26-09-2015,bottled beer
1759,26-09-2015,ham
1759,1/8/2014,pet care
1759,28-07-2014,bottled water
1759,26-09-2015,other vegetables
1759,26-09-2015,pork
1759,26-09-2015,whole milk
1759,1/8/2014,newspapers
1759,28-07-2014,flour
1759,26-09-2015,oil
1759,1/8/2014,dog food
1759,26-09-2015,brown bread
1760,23-01-2015,newspapers
1760,21-09-2014,soda
1760,28-07-2014,cream cheese 
1760,23-01-2015,sausage
1760,21-09-2014,fruit/vegetable juice
1760,28-07-2014,margarine
1760,23-01-2015,sugar
1760,28-07-2014,dish cleaner
1761,2/10/2015,bottled beer
1761,9/8/2015,rolls/buns
1761,9/8/2015,napkins
1761,26-07-2014,tropical fruit
1761,26-02-2014,whole milk
1761,18-10-2014,whole milk
1761,2/10/2015,seasonal products
1761,9/8/2015,cream cheese 
1761,9/8/2015,shopping bags
1761,26-07-2014,UHT-milk
1761,26-02-2014,dish cleaner
1761,18-10-2014,hygiene articles
1761,5/4/2014,shopping bags
1761,29-10-2014,pudding powder
1761,26-02-2014,frozen fish
1761,26-02-2014,newspapers
1761,5/4/2014,shopping bags
1761,29-10-2014,mustard
1762,1/7/2015,dessert
1762,21-01-2015,citrus fruit
1762,1/7/2015,bottled beer
1762,21-01-2015,other vegetables
1763,13-09-2015,coffee
1763,3/12/2015,frankfurter
1763,27-12-2015,pork
1763,13-09-2015,hard cheese
1763,3/12/2015,frozen vegetables
1763,27-12-2015,semi-finished bread
1763,13-09-2015,domestic eggs
1764,29-09-2015,whole milk
1764,15-11-2015,canned beer
1764,20-09-2014,yogurt
1764,3/1/2014,honey
1764,24-05-2014,UHT-milk
1764,29-09-2015,other vegetables
1764,15-11-2015,soda
1764,20-09-2014,ketchup
1764,3/1/2014,salty snack
1764,24-05-2014,coffee
1764,20-09-2014,butter
1765,11/3/2015,margarine
1765,21-10-2014,fruit/vegetable juice
1765,12/6/2014,meat
1765,11/3/2015,beef
1765,21-10-2014,rolls/buns
1765,12/6/2014,pasta
1765,11/3/2015,whipped/sour cream
1765,12/6/2014,baking powder
1766,21-01-2015,pork
1766,15-04-2014,dessert
1766,21-01-2015,canned beer
1766,15-04-2014,canned beer
1766,15-04-2014,specialty chocolate
1767,18-04-2015,meat
1767,24-10-2015,pastry
1767,2/6/2014,frankfurter
1767,24-11-2014,sparkling wine
1767,18-12-2014,bottled water
1767,8/11/2014,whole milk
1767,18-04-2015,rolls/buns
1767,24-10-2015,other vegetables
1767,2/6/2014,UHT-milk
1767,24-11-2014,soda
1767,18-12-2014,shopping bags
1767,8/11/2014,root vegetables
1768,26-05-2015,beverages
1768,4/9/2015,sausage
1768,21-04-2015,chicken
1768,18-04-2015,butter milk
1768,19-05-2015,dessert
1768,21-04-2015,finished products
1768,21-04-2015,rolls/buns
1768,20-11-2014,margarine
1768,22-07-2014,flower soil/fertilizer
1768,26-05-2015,pickled vegetables
1768,4/9/2015,root vegetables
1768,21-04-2015,butter
1768,18-04-2015,long life bakery product
1768,19-05-2015,other vegetables
1768,21-04-2015,rolls/buns
1768,21-04-2015,herbs
1768,20-11-2014,fruit/vegetable juice
1768,22-07-2014,butter milk
1768,19-05-2015,long life bakery product
1768,21-04-2015,white bread
1769,30-12-2015,rolls/buns
1769,16-07-2014,bottled beer
1769,30-12-2015,whole milk
1769,16-07-2014,canned vegetables
1769,30-12-2015,onions
1770,19-11-2015,semi-finished bread
1770,1/7/2014,butter
1770,15-05-2014,specialty bar
1770,23-04-2014,other vegetables
1770,14-09-2014,rolls/buns
1770,19-11-2015,shopping bags
1770,1/7/2014,mayonnaise
1770,15-05-2014,pickled vegetables
1770,23-04-2014,whole milk
1770,14-09-2014,waffles
1771,23-03-2015,frankfurter
1771,20-03-2015,other vegetables
1771,3/10/2014,soda
1771,23-03-2015,sausage
1771,20-03-2015,specialty bar
1771,3/10/2014,cream cheese 
1772,2/11/2015,misc. beverages
1772,4/2/2014,sugar
1772,13-11-2014,yogurt
1772,9/4/2014,rolls/buns
1772,2/11/2015,brown bread
1772,4/2/2014,red/blush wine
1772,13-11-2014,canned beer
1772,9/4/2014,make up remover
1773,17-10-2015,frankfurter
1773,1/11/2015,whole milk
1773,28-10-2014,sausage
1773,17-10-2015,pip fruit
1773,1/11/2015,pip fruit
1773,28-10-2014,whipped/sour cream
1773,18-12-2014,bottled water
1773,1/11/2015,detergent
1773,18-12-2014,canned vegetables
1774,7/8/2015,domestic eggs
1774,8/6/2014,butter
1774,26-11-2014,yogurt
1774,10/8/2014,other vegetables
1774,15-09-2014,newspapers
1774,7/8/2015,other vegetables
1774,8/6/2014,newspapers
1774,26-11-2014,white bread
1774,10/8/2014,cereals
1774,15-09-2014,syrup
1774,26-11-2014,salty snack
1774,10/8/2014,cleaner
1775,11/10/2015,tropical fruit
1775,11/10/2015,cat food
1776,25-02-2015,ice cream
1776,15-02-2015,canned beer
1776,2/3/2015,whole milk
1776,15-04-2015,bottled water
1776,20-03-2015,fish
1776,28-04-2014,margarine
1776,2/3/2015,grapes
1776,25-02-2015,UHT-milk
1776,15-02-2015,margarine
1776,2/3/2015,pastry
1776,15-04-2015,canned beer
1776,20-03-2015,yogurt
1776,28-04-2014,butter
1776,2/3/2015,yogurt
1777,11/7/2015,sausage
1777,21-04-2015,beef
1777,10/7/2015,whole milk
1777,22-04-2015,tropical fruit
1777,8/7/2015,finished products
1777,3/12/2015,yogurt
1777,2/4/2014,margarine
1777,8/7/2015,butter milk
1777,11/7/2015,curd
1777,21-04-2015,tropical fruit
1777,10/7/2015,pastry
1777,22-04-2015,whole milk
1777,8/7/2015,fruit/vegetable juice
1777,3/12/2015,pip fruit
1777,2/4/2014,sugar
1777,8/7/2015,brown bread
1777,10/7/2015,fruit/vegetable juice
1777,11/7/2015,brown bread
1777,8/7/2015,pot plants
1777,3/12/2015,misc. beverages
1778,22-12-2014,beef
1778,27-11-2014,bottled water
1778,26-11-2014,tropical fruit
1778,22-12-2014,whole milk
1778,27-11-2014,bottled water
1778,26-11-2014,photo/film
1779,28-10-2015,whole milk
1779,28-10-2015,beef
1779,13-01-2014,citrus fruit
1779,7/6/2014,long life bakery product
1779,28-10-2015,rolls/buns
1779,28-10-2015,curd
1779,13-01-2014,newspapers
1779,7/6/2014,rolls/buns
1779,28-10-2015,white bread
1780,13-10-2015,canned fish
1780,12/7/2015,pip fruit
1780,21-09-2015,sausage
1780,27-08-2015,dessert
1780,12/7/2015,curd
1780,12/7/2015,specialty bar
1780,12/7/2015,beverages
1780,27-08-2015,sausage
1780,12/7/2015,sausage
1780,7/10/2014,sugar
1780,13-10-2015,canned fish
1780,12/7/2015,soft cheese
1780,21-09-2015,yogurt
1780,27-08-2015,whole milk
1780,12/7/2015,rolls/buns
1780,12/7/2015,yogurt
1780,12/7/2015,other vegetables
1780,27-08-2015,oil
1780,12/7/2015,curd
1780,7/10/2014,whole milk
1780,12/7/2015,newspapers
1781,6/6/2015,specialty chocolate
1781,15-03-2014,specialty bar
1781,24-01-2014,tropical fruit
1781,6/6/2015,butter milk
1781,15-03-2014,yogurt
1781,24-01-2014,shopping bags
1782,10/10/2015,pork
1782,16-08-2015,soda
1782,1/8/2015,coffee
1782,13-09-2015,tropical fruit
1782,10/4/2014,frozen vegetables
1782,30-08-2014,rolls/buns
1782,10/10/2015,rolls/buns
1782,16-08-2015,yogurt
1782,1/8/2015,napkins
1782,13-09-2015,yogurt
1782,10/4/2014,onions
1782,30-08-2014,other vegetables
1782,30-08-2014,newspapers
1783,5/1/2015,other vegetables
1783,7/7/2015,sausage
1783,18-03-2015,tropical fruit
1783,18-03-2015,butter
1783,22-07-2014,rolls/buns
1783,12/5/2014,bottled water
1783,14-02-2014,misc. beverages
1783,5/1/2015,pip fruit
1783,7/7/2015,UHT-milk
1783,18-03-2015,hamburger meat
1783,18-03-2015,rolls/buns
1783,22-07-2014,candy
1783,12/5/2014,specialty chocolate
1783,14-02-2014,yogurt
1783,18-03-2015,soda
1783,18-03-2015,shopping bags
1783,22-07-2014,white bread
1783,14-02-2014,misc. beverages
1784,26-09-2015,bottled water
1784,26-05-2015,pip fruit
1784,5/9/2014,ham
1784,26-09-2015,curd
1784,26-05-2015,other vegetables
1784,5/9/2014,rolls/buns
1784,26-09-2015,semi-finished bread
1785,21-12-2015,sausage
1785,24-07-2015,ham
1785,15-07-2015,butter
1785,7/6/2015,sausage
1785,3/2/2015,turkey
1785,15-07-2015,canned beer
1785,7/6/2015,fruit/vegetable juice
1785,23-02-2014,other vegetables
1785,25-05-2014,curd
1785,21-12-2015,bottled water
1785,24-07-2015,berries
1785,15-07-2015,brown bread
1785,7/6/2015,whole milk
1785,3/2/2015,grapes
1785,15-07-2015,canned beer
1785,7/6/2015,curd
1785,23-02-2014,organic sausage
1785,25-05-2014,other vegetables
1785,3/2/2015,soda
1785,23-02-2014,cling film/bags
1786,10/2/2015,canned beer
1786,12/6/2014,yogurt
1786,10/2/2015,citrus fruit
1786,12/6/2014,frozen vegetables
1786,23-04-2014,specialty bar
1786,23-04-2014,misc. beverages
1787,9/5/2015,whipped/sour cream
1787,31-10-2015,frozen meals
1787,31-10-2015,finished products
1787,6/7/2014,pork
1787,31-10-2015,chocolate
1787,9/5/2015,frozen meals
1787,31-10-2015,other vegetables
1787,31-10-2015,whole milk
1787,6/7/2014,liquor
1787,31-10-2015,packaged fruit/vegetables
1787,6/7/2014,long life bakery product
1787,31-10-2015,napkins
1787,31-10-2015,salty snack
1788,9/10/2015,sausage
1788,20-12-2015,dessert
1788,15-04-2015,sausage
1788,5/12/2015,UHT-milk
1788,2/12/2014,canned beer
1788,19-09-2014,brown bread
1788,9/10/2015,pork
1788,20-12-2015,berries
1788,15-04-2015,canned beer
1788,5/12/2015,citrus fruit
1788,2/12/2014,other vegetables
1788,19-09-2014,brown bread
1788,9/7/2014,long life bakery product
1788,20-12-2015,mayonnaise
1788,5/12/2015,frozen vegetables
1788,9/7/2014,yogurt
1789,11/6/2015,beef
1789,24-04-2015,pip fruit
1789,22-10-2015,citrus fruit
1789,1/1/2014,hamburger meat
1789,10/9/2014,whole milk
1789,11/6/2015,frozen dessert
1789,24-04-2015,male cosmetics
1789,22-10-2015,yogurt
1789,1/1/2014,candles
1789,10/9/2014,newspapers
1790,29-03-2015,sausage
1790,5/2/2015,pork
1790,29-03-2015,misc. beverages
1790,5/2/2015,other vegetables
1791,2/2/2014,tropical fruit
1791,5/8/2014,pork
1791,2/10/2014,pastry
1791,2/2/2014,bottled beer
1791,5/8/2014,cream cheese 
1791,2/10/2014,bottled water
1791,2/2/2014,cake bar
1791,2/2/2014,yogurt
1792,15-08-2015,tropical fruit
1792,15-08-2015,newspapers
1792,15-08-2015,beef
1792,15-08-2015,tropical fruit
1792,6/7/2014,pork
1792,15-08-2015,domestic eggs
1792,15-08-2015,detergent
1792,15-08-2015,frozen vegetables
1792,15-08-2015,grapes
1792,6/7/2014,bottled water
1792,24-11-2014,frozen vegetables
1792,15-08-2015,processed cheese
1792,24-11-2014,chocolate marshmallow
1793,24-09-2015,ice cream
1793,21-09-2015,long life bakery product
1793,19-05-2015,canned beer
1793,4/12/2015,misc. beverages
1793,3/7/2015,beef
1793,22-10-2015,other vegetables
1793,3/7/2015,chicken
1793,19-05-2015,male cosmetics
1793,25-08-2014,beef
1793,27-10-2014,brown bread
1793,14-12-2014,frozen vegetables
1793,30-09-2014,pip fruit
1793,24-09-2015,rolls/buns
1793,21-09-2015,rolls/buns
1793,19-05-2015,white wine
1793,4/12/2015,berries
1793,3/7/2015,newspapers
1793,22-10-2015,frozen meals
1793,3/7/2015,organic products
1793,19-05-2015,ice cream
1793,25-08-2014,hard cheese
1793,27-10-2014,other vegetables
1793,14-12-2014,frozen vegetables
1793,30-09-2014,chocolate
1793,3/7/2015,chocolate
1794,17-09-2015,sweet spreads
1794,14-04-2014,citrus fruit
1794,17-09-2015,bottled beer
1794,14-04-2014,yogurt
1794,14-04-2014,soda
1795,3/4/2015,beef
1795,20-05-2014,domestic eggs
1795,3/4/2015,whole milk
1795,20-05-2014,dessert
1796,15-08-2015,sausage
1796,3/11/2015,butter
1796,18-09-2014,cream cheese 
1796,22-03-2014,sausage
1796,15-11-2014,whole milk
1796,15-08-2015,other vegetables
1796,3/11/2015,yogurt
1796,18-09-2014,bottled water
1796,22-03-2014,pip fruit
1796,15-11-2014,rolls/buns
1796,6/8/2014,chocolate
1796,18-09-2014,rolls/buns
1796,22-03-2014,spices
1796,6/8/2014,coffee
1797,26-07-2014,sausage
1797,31-07-2014,hard cheese
1797,8/10/2014,white wine
1797,14-11-2014,root vegetables
1797,18-01-2014,other vegetables
1797,26-07-2014,detergent
1797,31-07-2014,processed cheese
1797,8/10/2014,sugar
1797,14-11-2014,sliced cheese
1797,18-01-2014,chocolate marshmallow
1797,26-07-2014,bottled beer
1798,1/1/2015,beef
1798,17-01-2014,pip fruit
1798,4/7/2014,yogurt
1798,29-05-2014,beverages
1798,6/10/2014,bottled beer
1798,1/1/2015,pastry
1798,17-01-2014,pastry
1798,4/7/2014,other vegetables
1798,29-05-2014,bottled water
1798,6/10/2014,hamburger meat
1798,1/1/2015,curd
1798,15-12-2014,pastry
1798,16-06-2014,instant coffee
1798,22-06-2014,whole milk
1798,15-12-2014,frozen fish
1798,16-06-2014,domestic eggs
1798,22-06-2014,male cosmetics
1799,27-09-2015,shopping bags
1799,7/8/2015,canned beer
1799,13-06-2015,canned beer
1799,16-12-2014,tropical fruit
1799,27-09-2015,whole milk
1799,7/8/2015,other vegetables
1799,13-06-2015,canned fish
1799,16-12-2014,condensed milk
1799,16-12-2014,pastry
1800,31-07-2015,vinegar
1800,2/5/2015,whole milk
1800,16-04-2015,chicken
1800,2/5/2015,root vegetables
1800,30-08-2014,whole milk
1800,16-04-2015,bottled water
1800,31-07-2015,rolls/buns
1800,2/5/2015,rolls/buns
1800,16-04-2015,brown bread
1800,2/5/2015,whipped/sour cream
1800,30-08-2014,white wine
1800,16-04-2015,hygiene articles
1801,12/6/2015,ham
1801,7/9/2014,other vegetables
1801,19-11-2014,pastry
1801,6/12/2014,canned beer
1801,21-08-2014,white bread
1801,12/6/2015,newspapers
1801,7/9/2014,soda
1801,19-11-2014,rolls/buns
1801,6/12/2014,sugar
1801,21-08-2014,brown bread
1801,12/6/2015,waffles
1803,12/5/2015,rolls/buns
1803,25-10-2014,citrus fruit
1803,6/4/2014,onions
1803,24-09-2014,soft cheese
1803,12/5/2015,yogurt
1803,25-10-2014,chocolate
1803,6/4/2014,instant coffee
1803,24-09-2014,soda
1803,12/5/2015,Instant food products
1804,12/3/2015,beef
1804,30-11-2015,sausage
1804,26-01-2015,whole milk
1804,30-11-2015,white bread
1804,12/3/2015,berries
1804,30-11-2015,whole milk
1804,26-01-2015,cream cheese 
1804,30-11-2015,butter
1804,12/3/2015,root vegetables
1805,9/6/2015,canned beer
1805,2/5/2014,tropical fruit
1805,9/6/2015,pork
1805,2/5/2014,citrus fruit
1805,11/11/2014,soda
1805,2/5/2014,newspapers
1805,11/11/2014,mustard
1806,6/7/2015,beverages
1806,6/7/2015,beverages
1806,6/7/2015,hamburger meat
1806,6/7/2015,frankfurter
1806,6/7/2015,soda
1806,6/7/2015,root vegetables
1806,6/7/2015,butter
1806,6/7/2015,cream cheese 
1806,20-06-2014,whipped/sour cream
1806,6/7/2015,butter
1806,20-06-2014,shopping bags
1807,18-05-2015,hamburger meat
1807,18-12-2015,frankfurter
1807,20-08-2014,finished products
1807,18-05-2015,margarine
1807,18-12-2015,other vegetables
1807,20-08-2014,popcorn
1808,21-07-2015,tropical fruit
1808,4/2/2015,long life bakery product
1808,29-11-2014,meat
1808,15-12-2014,sugar
1808,21-07-2015,rolls/buns
1808,4/2/2015,semi-finished bread
1808,29-11-2014,whole milk
1808,15-12-2014,citrus fruit
1808,21-07-2015,candy
1808,15-12-2014,napkins
1809,27-10-2014,whole milk
1809,2/1/2014,root vegetables
1809,27-10-2014,cream cheese 
1809,2/1/2014,hard cheese
1809,2/1/2014,waffles
1809,27-10-2014,soda
1810,13-10-2014,rolls/buns
1810,9/6/2014,pork
1810,30-04-2014,butter
1810,7/9/2014,pork
1810,13-10-2014,cat food
1810,9/6/2014,bottled water
1810,30-04-2014,domestic eggs
1810,7/9/2014,other vegetables
1810,9/6/2014,baking powder
1810,30-04-2014,bottled water
1810,13-10-2014,newspapers
1810,30-04-2014,curd
1811,24-05-2015,beverages
1811,23-09-2015,yogurt
1811,18-03-2015,citrus fruit
1811,13-11-2014,tropical fruit
1811,2/6/2014,canned beer
1811,7/2/2014,other vegetables
1811,24-05-2015,bottled water
1811,23-09-2015,white wine
1811,18-03-2015,white wine
1811,13-11-2014,ice cream
1811,2/6/2014,other vegetables
1811,7/2/2014,hygiene articles
1811,16-08-2014,long life bakery product
1811,2/6/2014,dessert
1811,13-11-2014,butter milk
1811,13-11-2014,domestic eggs
1811,2/6/2014,pastry
1811,16-08-2014,bottled beer
1812,14-10-2015,hamburger meat
1812,14-10-2015,soft cheese
1812,14-10-2015,yogurt
1812,14-10-2015,margarine
1813,1/12/2014,meat
1813,1/12/2014,chocolate
1813,1/12/2014,brown bread
1814,20-11-2015,beef
1814,22-01-2015,root vegetables
1814,17-07-2014,other vegetables
1814,1/2/2014,frankfurter
1814,25-07-2014,fruit/vegetable juice
1814,28-06-2014,hamburger meat
1814,20-11-2015,waffles
1814,22-01-2015,pip fruit
1814,17-07-2014,bottled water
1814,1/2/2014,sparkling wine
1814,25-07-2014,whole milk
1814,28-06-2014,other vegetables
1815,30-08-2015,beef
1815,13-01-2015,sausage
1815,4/12/2014,semi-finished bread
1815,24-10-2014,yogurt
1815,27-06-2014,onions
1815,30-08-2015,sausage
1815,13-01-2015,bottled water
1815,4/12/2014,liquor
1815,24-10-2014,other vegetables
1815,27-06-2014,butter
1815,4/12/2014,pastry
1816,9/1/2014,soda
1816,20-06-2014,red/blush wine
1816,21-08-2014,pickled vegetables
1816,18-01-2014,jam
1816,9/1/2014,whole milk
1816,20-06-2014,liquor (appetizer)
1816,21-08-2014,canned beer
1816,18-01-2014,cake bar
1816,20-06-2014,sauces
1816,20-06-2014,coffee
1817,21-08-2015,canned beer
1817,15-11-2014,beef
1817,2/11/2014,whole milk
1817,28-01-2014,pastry
1817,2/9/2014,margarine
1817,21-08-2015,hamburger meat
1817,15-11-2014,whole milk
